long,lat,name,cbg,cb,down_stream,up_stream
-121.71769732983783,38.55504037463922,['O16-062-1'],061130106102,061130106102001,"[(-121.71767753072841, 38.55578049576233)]","[(-121.71776626951565, 38.55456265161552), (-121.71872150413233, 38.55504915919744)]"
-121.71715214117344,38.554921850847286,['O16-063-1'],061130106102,061130106102004,"[(-121.71630110392258, 38.5549107886938)]",[]
-121.71717401319572,38.55412279391849,['O16-073-1'],061130106102,061130106102006,"[(-121.71717137779186, 38.55348148037561)]","[(-121.71790121923581, 38.55413486181924), (-121.71715696516799, 38.55481598449672)]"
-121.71809813749387,38.552881965915276,['P16-017-1'],061130106102,061130106102004,"[(-121.7170358274175, 38.55288837175015)]","[(-121.71806505644163, 38.55413465283998), (-121.71805184396857, 38.552505114401136)]"
-121.71717137779186,38.55348148037561,['P16-040-1'],061130106102,061130106102006,"[(-121.7170358274175, 38.55288837175015)]","[(-121.71717401319572, 38.55412279391849)]"
-121.71765762876672,38.55651910912179,['O16-047-1'],061130106102,061130106102001,"[(-121.71763129194373, 38.557264763759626)]","[(-121.71767753072841, 38.55578049576233), (-121.71843513922705, 38.55653296720185)]"
-121.71767753072841,38.55578049576233,['O16-054-1'],061130106102,061130106102004,"[(-121.71765762876672, 38.55651910912179)]","[(-121.71835525589007, 38.55579476309386), (-121.71769732983783, 38.55504037463922)]"
-121.71843513922705,38.55653296720185,['O16-045-1'],061130106102,061130106102001,"[(-121.71765762876672, 38.55651910912179)]","[(-121.7193879660005, 38.556417770161474)]"
-121.7170358274175,38.55288837175015,['P16-018-1'],061130106102,061130106102004,"[(-121.716162287876, 38.553097975181046)]","[(-121.71809813749387, 38.552881965915276), (-121.71717137779186, 38.55348148037561)]"
-121.71806505644163,38.55413465283998,['O16-072-1'],061130106102,061130106102004,"[(-121.71809813749387, 38.552881965915276)]",[]
-121.7084468943496,38.553270502494854,['P17-048-1'],061130106052,061130106052000,"[(-121.70869658784989, 38.55411322224348)]","[(-121.70905630685655, 38.55314684598777)]"
-121.7293505026721,38.54969125380441,['P15-025-1'],061130106023,061130106023004,"[(-121.72933948962326, 38.550487913502494)]","[(-121.73057687136262, 38.54971629415194), (-121.72837252950076, 38.54966945826958)]"
-121.72661212535279,38.54888887294107,['P15-037-1'],061130106023,061130106023006,"[(-121.72672733484778, 38.54887774404489)]","[(-121.72491799092938, 38.54904387659926), (-121.72677525563526, 38.55024742023357)]"
-121.72303810644438,38.55198536981415,['P15-020-1'],061130106102,061130106102007,"[(-121.72419165873164, 38.55165530414366)]","[(-121.72347782028945, 38.55285350787321)]"
-121.72419165873164,38.55165530414366,['P15-019-1'],061130106102,061130106102012,"[(-121.72445784043121, 38.55121591322028)]","[(-121.72303810644438, 38.55198536981415)]"
-121.72347782028945,38.55285350787321,['P15-009-1'],061130106102,061130106102012,"[(-121.72303810644438, 38.55198536981415)]","[(-121.72325565105014, 38.553232672831584)]"
-121.72607252800124,38.55353175881689,['P15-006-1'],061130106102,061130106102011,"[(-121.72460320104797, 38.55397257343013)]",[]
-121.72460320104797,38.55397257343013,['O15-078-1'],061130106102,061130106102011,"[(-121.72305118634719, 38.55418026086748)]","[(-121.72607252800124, 38.55353175881689)]"
-121.73044782233254,38.54871713659776,['P15-031-1'],061130106023,061130106023007,"[(-121.73147729787894, 38.54874429118144)]","[(-121.72924184667136, 38.54869413883295)]"
-121.72445784043121,38.55121591322028,['P15-030-1'],061130106102,061130106102009,"[(-121.72485092621783, 38.550763651360604)]","[(-121.72419165873164, 38.55165530414366)]"
-121.72491799092938,38.54904387659926,['P15-038-1'],061130106102,061130106102013,"[(-121.72661212535279, 38.54888887294107)]","[(-121.72404254895932, 38.5496375419255)]"
-121.72672733484778,38.54887774404489,['P15-036-1'],061130106023,061130106023006,"[(-121.72769238920826, 38.54878170030083)]","[(-121.7263563580401, 38.54650941096304), (-121.72661212535279, 38.54888887294107)]"
-121.72677525563526,38.55024742023357,['P15-027-1'],061130106102,061130106102011,"[(-121.72661212535279, 38.54888887294107)]","[(-121.72549524892767, 38.55042450211062)]"
-121.72485092621783,38.550763651360604,['P15-029-1'],061130106102,061130106102005,"[(-121.72549524892767, 38.55042450211062)]","[(-121.72445784043121, 38.55121591322028)]"
-121.72549524892767,38.55042450211062,['P15-028-1'],061130106102,061130106102011,"[(-121.72677525563526, 38.55024742023357)]","[(-121.72485092621783, 38.550763651360604)]"
-121.7263563580401,38.54650941096304,['P15-041-1'],061130106023,061130106023007,"[(-121.72672733484778, 38.54887774404489)]","[(-121.72630364204414, 38.54523635033972), (-121.72529212037084, 38.546743108996615)]"
-121.72924184667136,38.54869413883295,['P15-032-1'],061130106023,061130106023004,"[(-121.73044782233254, 38.54871713659776)]","[(-121.72769238920826, 38.54878170030083), (-121.72923624967702, 38.548863427457555)]"
-121.73221437381882,38.55336235365715,['P14-028-1'],061130106111,061130106111010,"[(-121.73361450789186, 38.5531938297504)]","[(-121.73165601937758, 38.553431108465105), (-121.73224104368913, 38.552252548228495)]"
-121.72931042042221,38.55235913388914,['P15-011-1'],061130106023,061130106023000,"[(-121.72930778250917, 38.5532135925526)]","[(-121.72737726035676, 38.55232006218605), (-121.73083798848585, 38.552390669337846), (-121.729319670623, 38.55195733854501)]"
-121.729319670623,38.55195733854501,['P15-014-1'],061130106023,061130106023000,"[(-121.72931042042221, 38.55235913388914)]","[(-121.72932179698601, 38.55158526197661)]"
-121.7292981555717,38.55337817212525,['P15-003-1'],061130106111,061130106111009,"[(-121.73039613861076, 38.5534177664827)]","[(-121.72930778250917, 38.5532135925526)]"
-121.72769238920826,38.54878170030083,['P15-035-1'],061130106023,061130106023004,"[(-121.72924184667136, 38.54869413883295)]","[(-121.72672733484778, 38.54887774404489)]"
-121.72923624967702,38.548863427457555,['P15-033-1'],061130106023,061130106023004,"[(-121.72924184667136, 38.54869413883295)]","[(-121.72874415779908, 38.54885339202843)]"
-121.71564776117874,38.546770978280776,['P16-005-1'],061130106081,061130106081002,"[(-121.71622586188866, 38.54661710108302)]",[]
-121.71700613767746,38.54673827359497,['P16-002-1'],061130106081,061130106081002,"[(-121.71633024218693, 38.546879168490214)]",[]
-121.71633024218693,38.546879168490214,['P16-003-1'],061130106081,061130106081002,"[(-121.71622586188866, 38.54661710108302)]","[(-121.71700613767746, 38.54673827359497), (-121.71638849369677, 38.5470716196682)]"
-121.71622586188866,38.54661710108302,['P16-004-1'],061130106081,061130106081002,"[(-121.71602980011467, 38.54615736949942)]","[(-121.71633024218693, 38.546879168490214), (-121.71564776117874, 38.546770978280776)]"
-121.71267817751225,38.55068892950046,['P17-041-1'],061130106101,061130106101004,"[(-121.71262627023965, 38.55187297007209)]","[(-121.7138602908511, 38.55069622848792)]"
-121.71872150413233,38.55504915919744,['O16-061-1'],061130106102,061130106102001,"[(-121.71769732983783, 38.55504037463922)]","[(-121.71943014238852, 38.55502920034764)]"
-121.71869348710058,38.55399164838219,['O16-071-1'],061130106102,061130106102004,"[(-121.71867819213955, 38.55445280173728)]","[(-121.71919245686475, 38.55399760918892)]"
-121.71947790331977,38.553315510559656,['P16-014-1'],061130106102,061130106102004,"[(-121.71948924606181, 38.552932803640246)]","[(-121.71893979623422, 38.55322122438025), (-121.71943623337259, 38.55418396803194)]"
-121.71982834458045,38.55293900017876,['P16-015-1'],061130106102,061130106102004,"[(-121.71988540576352, 38.55167045419418)]","[(-121.71948924606181, 38.552932803640246)]"
-121.71948924606181,38.552932803640246,['P16-016-1'],061130106102,061130106102004,"[(-121.71982834458045, 38.55293900017876)]","[(-121.71947790331977, 38.553315510559656)]"
-121.70905630685655,38.55314684598777,['P17-046-1'],061130106101,061130106101004,"[(-121.7084468943496, 38.553270502494854)]","[(-121.7089009938049, 38.55189244361157)]"
-121.71998727706352,38.55022231607451,['P16-042-1'],061130106102,061130106102013,"[(-121.72014300703316, 38.5515787640769)]","[(-121.72004166389873, 38.54939134060978)]"
-121.72014300703316,38.5515787640769,['P16-041-1'],061130106102,061130106102013,"[(-121.71868860966364, 38.55195121049689)]","[(-121.71998727706352, 38.55022231607451)]"
-121.7200565853059,38.54788680248997,['P16-045-1'],061130106102,061130106102014,"[(-121.72111475252284, 38.547646794846564)]","[(-121.7201861576932, 38.54886616426582)]"
-121.72004166389873,38.54939134060978,['P16-043-1'],061130106102,061130106102013,"[(-121.71998727706352, 38.55022231607451)]",[]
-121.7201861576932,38.54886616426582,['P16-044-1'],061130106102,061130106102013,"[(-121.7200565853059, 38.54788680248997)]",[]
-121.7089009938049,38.55189244361157,['P17-047-1'],061130106101,061130106101004,"[(-121.70905630685655, 38.55314684598777)]",[]
-121.7138602908511,38.55069622848792,['P16-049-1'],061130106101,061130106101004,"[(-121.71267817751225, 38.55068892950046)]",[]
-121.71633513111023,38.55365712698262,['O16-075-1'],061130106101,061130106101005,"[(-121.716162287876, 38.553097975181046)]","[(-121.71632086325566, 38.554232145830625)]"
-121.71597457800466,38.55263525316894,['P16-027-1'],061130106101,061130106101005,"[(-121.71481014206994, 38.55293113899698)]","[(-121.71574684993834, 38.551732658688586), (-121.71763794985725, 38.55221547729213), (-121.716162287876, 38.553097975181046)]"
-121.71268913560911,38.556190448517455,['O16-052-1'],061130106101,061130106101001,"[(-121.71372774672321, 38.556206418106825)]",[]
-121.71310363970052,38.55381931705919,['O16-081-1'],061130106101,061130106101005,"[(-121.71223872689336, 38.55414115961125)]","[(-121.71373490957599, 38.55367469900125), (-121.713236501197, 38.55417450847979)]"
-121.713236501197,38.55417450847979,['O16-079-1'],061130106101,061130106101009,"[(-121.71310363970052, 38.55381931705919)]","[(-121.71386014201578, 38.55418642474216)]"
-121.71223872689336,38.55414115961125,['O17-043-1'],061130106101,061130106101009,"[(-121.71188941152279, 38.5537445307993)]","[(-121.71245698554372, 38.55489963494294), (-121.7109286027991, 38.554857018222144), (-121.71310363970052, 38.55381931705919)]"
-121.71188941152279,38.5537445307993,['O17-045-1'],061130106101,061130106101004,"[(-121.71045655606913, 38.55449975548603)]","[(-121.71223872689336, 38.55414115961125), (-121.71264189280016, 38.55342984355794)]"
-121.71228435427999,38.55618155395007,['O17-037-1'],061130106101,061130106101002,"[(-121.7110700328096, 38.55616456448052)]",[]
-121.71676607867313,38.5555776924735,['O16-055-1'],061130106102,061130106102004,"[(-121.71628352991226, 38.55557049699747)]","[(-121.71673875690631, 38.556522082451956)]"
-121.71673875690631,38.556522082451956,['O16-048-1'],061130106101,061130106101000,"[(-121.71676607867313, 38.5555776924735)]",[]
-121.71628352991226,38.55557049699747,['O16-056-1'],061130106102,061130106102004,"[(-121.71630110392258, 38.5549107886938)]","[(-121.71574797512193, 38.55556879844893), (-121.71676607867313, 38.5555776924735)]"
-121.71372774672321,38.556206418106825,['O16-051-1'],061130106101,061130106101000,"[(-121.7137446898829, 38.55553686037265)]","[(-121.71268913560911, 38.556190448517455)]"
-121.7137446898829,38.55553686037265,['O16-059-1'],061130106101,061130106101003,"[(-121.7137606090412, 38.554864022856094)]","[(-121.71237678176415, 38.555823615472015), (-121.71470244295176, 38.55555082401948), (-121.71372774672321, 38.556206418106825)]"
-121.73033496287279,38.55050745153125,['P15-021-1'],061130106023,061130106023005,"[(-121.72933948962326, 38.550487913502494)]","[(-121.73031348041546, 38.551756719638895), (-121.73057782680901, 38.55051446321648)]"
-121.72933948962326,38.550487913502494,['P15-022-1'],061130106023,061130106023005,"[(-121.72932179698601, 38.55158526197661)]","[(-121.73033496287279, 38.55050745153125), (-121.7293505026721, 38.54969125380441)]"
-121.73031348041546,38.551756719638895,['P15-013-1'],061130106023,061130106023005,"[(-121.73033496287279, 38.55050745153125)]",[]
-121.73039613861076,38.5534177664827,['P15-002-1'],061130106111,061130106111009,"[(-121.73131406872116, 38.55344878543344)]","[(-121.7292981555717, 38.55337817212525), (-121.73038671696098, 38.55382854747757)]"
-121.73057687136262,38.54971629415194,['P15-024-1'],061130106023,061130106023004,"[(-121.7293505026721, 38.54969125380441)]",[]
-121.72880701304442,38.551570693832645,['P15-016-1'],061130106023,061130106023005,"[(-121.72932179698601, 38.55158526197661)]","[(-121.72831791391529, 38.55156508044144)]"
-121.72932179698601,38.55158526197661,['P15-015-1'],061130106023,061130106023005,"[(-121.729319670623, 38.55195733854501)]","[(-121.72933948962326, 38.550487913502494), (-121.72880701304442, 38.551570693832645)]"
-121.72831791391529,38.55156508044144,['P15-017-1'],061130106023,061130106023004,"[(-121.72836359541566, 38.55003878393521), (-121.72880701304442, 38.551570693832645)]","[(-121.72733214996389, 38.55154532967263)]"
-121.72836359541566,38.55003878393521,['P15-023-1'],061130106023,061130106023006,"[(-121.72837252950076, 38.54966945826958)]","[(-121.72831791391529, 38.55156508044144)]"
-121.72363873921998,38.54710615470291,['P15-043-1'],061130106102,061130106102013,"[(-121.72529212037084, 38.546743108996615)]","[(-121.72249717357161, 38.54736533447259)]"
-121.72249717357161,38.54736533447259,['P15-044-2'],061130106102,061130106102014,"[(-121.72363873921998, 38.54710615470291)]","[(-121.72111475252284, 38.547646794846564)]"
-121.72529212037084,38.546743108996615,['P15-042-1'],061130106102,061130106102013,"[(-121.7263563580401, 38.54650941096304)]","[(-121.72363873921998, 38.54710615470291)]"
-121.72882079952534,38.55379241712085,['O15-075-1'],061130106111,061130106111009,"[(-121.73038671696098, 38.55382854747757)]","[(-121.72827023801939, 38.55377305080959)]"
-121.72837252950076,38.54966945826958,['P15-026-1'],061130106023,061130106023006,"[(-121.7293505026721, 38.54969125380441)]","[(-121.72836359541566, 38.55003878393521)]"
-121.72864701691842,38.556316376688095,['O15-057-1'],061130106111,061130106111006,"[(-121.72900559185919, 38.55629755065081)]","[(-121.72858281282593, 38.556145161554404), (-121.72862005775063, 38.55649360028745)]"
-121.72907914743526,38.55706626545148,['O15-047-1'],061130106111,061130106111006,"[(-121.72900559185919, 38.55629755065081)]","[(-121.72861412801157, 38.557104763741165)]"
-121.72818865899274,38.5568987503059,['O15-050-1'],061130106111,061130106111006,"[(-121.7282710731121, 38.55716652708273)]",[]
-121.7282710731121,38.55716652708273,['O15-049-1'],061130106111,061130106111006,"[(-121.72843137304933, 38.55746814591878)]","[(-121.72818865899274, 38.5568987503059)]"
-121.7308291583754,38.55662295793189,['O15-046-1'],061130106111,061130106111005,"[(-121.73125777047362, 38.556596286205334)]","[(-121.73074483797184, 38.55744328163445)]"
-121.73125881828314,38.55656366588004,['O14-073-1'],061130106111,061130106111005,"[(-121.73128433749082, 38.55576880128003)]","[(-121.73125777047362, 38.556596286205334)]"
-121.73130255519912,38.55492593223034,['O14-118-1'],061130106111,061130106111010,"[(-121.7313165148534, 38.55417505355771)]","[(-121.73128433749082, 38.55576880128003)]"
-121.73128433749082,38.55576880128003,['O14-082-1'],061130106111,061130106111005,"[(-121.73130255519912, 38.55492593223034)]","[(-121.73125881828314, 38.55656366588004)]"
-121.7322522660745,38.55741787668968,['O14-060-1'],061130106111,061130106111004,"[(-121.73284895167147, 38.55730965536731)]",[]
-121.73257048333737,38.55885311303875,['O14-032-1'],061130106111,061130106111001,"[(-121.73261155658697, 38.5597057614617)]","[(-121.73262590410354, 38.558119964284806)]"
-121.73262590410354,38.558119964284806,['O14-046-1'],061130106111,061130106111001,"[(-121.73257048333737, 38.55885311303875)]","[(-121.7337625715904, 38.55809765311202)]"
-121.72916964188573,38.558805876791965,['O15-021-1'],061130106111,061130106111008,"[(-121.72965491029828, 38.55820790635956)]","[(-121.72820752252154, 38.55816838169297)]"
-121.72936921821484,38.55901262858935,['O15-020-1'],061130106092,061130106092012,"[(-121.7302315570766, 38.55959653944345)]",[]
